queryId,docId,similarite
1,818,0.1003734092165143
1,2245,0.10019058276582875
1,2542,0.10013981052336669
1,1173,0.0993649072138742
1,2919,0.0989824202130999
1,1170,0.09847962212484089
1,123,0.09830029052731329
1,3023,0.09809097899404283
1,2892,0.0980730770593196
1,2322,0.0979270666092609
1,3087,0.09787618431333885
1,1808,0.09752844276952682
1,2277,0.09735231620518309
1,2439,0.09723626651713031
1,47,0.09704097757829974
1,3131,0.09689348864803778
1,2075,0.09686988644405316
1,891,0.09630173133096617
1,1695,0.09623519491778168
1,2669,0.09599883635755668
1,1514,0.09599025208736309
1,2845,0.09597912898572886
1,433,0.09592863756047912
1,2798,0.0956781962384226
1,2685,0.09549867309451027
1,696,0.09519756942398291
1,2003,0.09485268672932369
1,2817,0.09461254920492858
1,2820,0.09457211585758618
1,1310,0.09391284917644621
1,1274,0.09390872534126794
1,2750,0.09384958372151914
1,2869,0.0937375512793235
1,2878,0.09360727781054594
1,1195,0.09356419054748973
1,3112,0.09355645667556477
1,617,0.09353262625299318
1,3202,0.09302364365887471
1,2374,0.09275433540286047
1,1691,0.09151523124086358
1,2201,0.0914304558402618
1,242,0.09136476859856818
1,2543,0.091344348073616
1,2002,0.09132819028040275
1,1589,0.09130888885891776
1,3076,0.09111127002466585
1,2840,0.09106529682685961
1,1441,0.09092492428827627
1,69,0.09087210305361132
1,1482,0.09075498335798858
1,2753,0.09058841377180034
1,2626,0.09020966939108259
1,33,0.08973803164234084
1,3049,0.08972349926899857
1,2311,0.08926447699838264
1,1965,0.08908021834910274
1,854,0.08851097399013572
1,1553,0.08842849374570344
1,1209,0.08840326226376655
1,2249,0.08785034248295183
1,1698,0.08777852569517655
1,3072,0.08751051643175801
1,2153,0.08733875738722714
1,2989,0.0873353119516322
1,2398,0.08723555763902349
1,2707,0.08714598604695843
1,1315,0.08706697528833474
1,1247,0.08690537880872586
1,1194,0.08675125530005375
1,705,0.08662318844234429
1,888,0.08662318844234429
1,1046,0.0862377559003935
1,2747,0.08606640664950942
1,166,0.08589798280300427
1,1874,0.08585908330619714
1,1440,0.08568955000981204
1,97,0.08567976882999892
1,2953,0.08545794764929998
1,2065,0.08441469196687708
1,2939,0.08432412764505118
1,1153,0.08362526190270236
1,975,0.08353449900746071
1,1632,0.08337322841452771
1,1417,0.08280931720289833
1,2946,0.0827335405098064
1,2501,0.08253492375363553
1,1200,0.08241244524902835
1,2,0.08222179526776488
1,1252,0.08203899487710797
1,1394,0.08193201896903794
1,36,0.08169582091034747
1,3180,0.08149701426873435
1,1279,0.08142880684394503
1,2607,0.08115044002969896
1,2163,0.08085722043128646
1,146,0.08020340502122644
1,2664,0.08004969011965067
1,619,0.07990459633558705
1,3062,0.07986264628547649
1,2923,0.07957747328879121
1,3005,0.0790196088743949
1,2053,0.0788924779825053
1,2111,0.07871802289259634
1,704,0.07834863589789134
1,887,0.07834863589789134
1,143,0.07831391395571351
1,1179,0.07825587518339049
1,2784,0.0770864444194313
1,1428,0.07699085976559852
1,3190,0.07694424170508746
1,1181,0.07681957760850369
1,674,0.07638665246005343
1,1769,0.07611342333124971
1,2811,0.07541420697968584
1,3091,0.07528313668222683
1,1658,0.07508724154601039
1,68,0.07484345650999683
1,1381,0.07471930596794708
1,1272,0.0745407134228873
1,2421,0.07449139557166201
1,1334,0.07424396715223905
1,2134,0.07409244318551293
1,2944,0.07316525795473353
1,203,0.07299182345176641
1,2893,0.0725941316259691
1,1735,0.0724902422814482
1,2991,0.07239128501920007
1,3171,0.07219678255027545
1,2620,0.07219493703057159
1,1948,0.07214460867941838
1,2495,0.0721300313245434
1,3011,0.07196677892605487
1,272,0.07191390817061542
1,942,0.07158035231007963
1,1929,0.0708802842440153
1,241,0.07060689269924482
1,2308,0.07009949352699554
1,3151,0.06999150388134964
1,1542,0.06992896906454252
1,2988,0.0696776721296159
1,2557,0.06949953047053915
1,3031,0.06917196401695197
1,174,0.06795586718880908
1,3014,0.06792605641822073
1,103,0.06791651168546696
1,3156,0.06788923880845982
1,2586,0.06775562892520993
1,2147,0.0674720701144331
1,1718,0.06682194364495339
1,2756,0.06663822387483341
1,1590,0.06637051624642312
1,2628,0.06632272837533278
1,2367,0.06562226099921183
1,3037,0.06555193467017778
1,3038,0.06544538329394481
1,2839,0.06537123446039511
1,1694,0.06374516821472113
1,1350,0.06363215739246315
1,2309,0.0635851799352564
1,2303,0.06307986421973817
1,3192,0.06232913691593018
1,2769,0.062175310328519647
1,1936,0.06167066811586586
1,2963,0.061215988851409636
1,670,0.060560849249882906
1,2766,0.06035592446354125
1,2263,0.06026473264447442
1,1145,0.059897672902908955
1,1354,0.05985785714562368
1,1621,0.05965137560746947
1,2674,0.05942758288832684
1,3162,0.059151976617415766
1,2627,0.0590195098164388
1,618,0.0580178216446267
1,698,0.05797960677062177
1,1619,0.05793430690054977
1,1997,0.057409247396096034
1,3074,0.05717226449471687
1,974,0.0569199682384696
1,2033,0.056327258778589864
1,335,0.055991522034110154
1,2168,0.0549882513429187
1,3088,0.054925294225503324
1,2703,0.05486397804292515
1,3125,0.054051313717635045
1,2828,0.05367797379132139
1,1295,0.05252845631508493
1,1962,0.05218235525898863
1,2815,0.05114642106526219
1,616,0.050968622381270395
1,1765,0.04987914857046453
1,768,0.04836323429806215
1,767,0.04676938371787844
10,1795,0.4284002781802707
10,1470,0.3651684121522933
10,392,0.34932307878709523
10,141,0.346885197408525
10,1158,0.3057611300091063
10,1138,0.30018333290314303
10,651,0.2901819305641175
10,3075,0.2836232587911623
10,1142,0.2743004373429286
10,762,0.2523284428388975
10,463,0.250612924356713
10,1102,0.2478027259186271
10,1485,0.24645899504745025
10,2896,0.24471192810912293
10,2685,0.24232647386334683
10,1466,0.23203764913229272
10,920,0.2299811960569161
10,1601,0.22992922123784276
10,2814,0.22248237016708203
10,628,0.21939832764986114
10,2714,0.21760783160277283
10,2931,0.21686263673791523
10,2650,0.21223115908071027
10,2973,0.21111900809445786
10,2342,0.2110661235653039
10,1008,0.21001746663510074
10,2570,0.20544985542898775
10,950,0.20418441396356907
10,1613,0.20411935569587508
10,2957,0.20320642687764548
10,1463,0.2025029677629505
10,2645,0.20133302060453814
10,2192,0.19904634817898345
10,34,0.19794954599476805
10,2705,0.19629303356030606
10,1459,0.1950725222165274
10,2433,0.1923418031491517
10,2341,0.18830616545995765
10,2266,0.18821792481054161
10,1366,0.18709408932124527
10,1788,0.18612284019443254
10,2254,0.1847986849733873
10,1302,0.18444037776893663
10,3188,0.18017679097098493
10,2700,0.17992555628142826
10,2317,0.17942595779916604
10,2084,0.17924281861666033
10,2851,0.17856242067563524
10,1467,0.17444884812070946
10,2865,0.1743691751267729
10,1703,0.17400961017366648
10,3156,0.17226794174867396
10,205,0.17192102077816213
10,2603,0.1690237696431369
10,3102,0.16589298821919918
10,3198,0.16527601491002247
10,1324,0.16476784738450195
10,2372,0.16463934392130117
10,2956,0.16429728076114142
10,1223,0.16329834366227652
10,119,0.16256073274040395
10,249,0.16147387988518555
10,1262,0.16006642987858177
10,2316,0.1597207244996644
10,1496,0.15873819215825877
10,3059,0.15859030458574228
10,3150,0.15667176457176274
10,1846,0.15540034127717356
10,2558,0.1551432897287494
10,2546,0.15190541248342224
10,1678,0.15096725691974575
10,35,0.14810899320478016
10,1641,0.1470065802868807
10,2842,0.14673855222037396
10,2698,0.14640116361703326
10,1306,0.14628512248302142
10,990,0.1461879981083233
10,1269,0.14279883711220073
10,1163,0.14273777998442078
10,689,0.14217123891749073
10,2252,0.14069945384602542
10,1098,0.13248092292654187
10,1253,0.1318954365802099
10,1644,0.1315275929021112
10,1469,0.13052490831793256
10,1425,0.12483216776098524
10,532,0.1237409173755075
10,2305,0.12128891048716703
10,1379,0.12109514686558065
10,676,0.1179913544420501
10,121,0.1179204062614544
10,1480,0.11635126791752702
10,303,0.11615320879639719
10,1536,0.11477563599377386
10,210,0.11457316499301438
10,42,0.11363699383591092
10,220,0.11363699383591092
10,2605,0.11258914863190801
10,1817,0.11199068027953142
10,2824,0.10684211469656481
10,2694,0.10335943334263129
10,2312,0.10224322411875011
10,83,0.09835006108127457
10,194,0.09794193690547157
10,2340,0.09750940866185853
10,1010,0.09525729241984585
10,1909,0.09322954900871566
10,2132,0.0931539021213592
10,2600,0.09083400457036403
10,1309,0.09082659992812697
10,2874,0.08955430480602021
10,2232,0.08715277587952434
10,1708,0.08627769437299766
10,2131,0.08240900149126548
10,2668,0.0805985417468593
10,2135,0.0789297244945079
10,2326,0.07882656236726704
10,3152,0.07733629712011447
10,1411,0.07422100147123314
10,2129,0.06990422146604086
10,1394,0.06594155914938024
10,1363,0.06330671054725243
10,3085,0.06134495318628971
10,3077,0.060084772475226186
11,2699,0.447304321644904
11,3148,0.4258212974494588
11,2906,0.4193122762539765
11,2527,0.3586299730375551
11,2717,0.34126473799350865
11,1223,0.3384568662442518
11,1470,0.3162451215835121
11,795,0.27946538969191237
11,1138,0.25996639208680294
11,1903,0.25154458592901885
11,651,0.25130492358773776
11,1142,0.23755114700815783
11,2621,0.23671303253034792
11,1872,0.22465116991654957
11,762,0.21852284159585486
11,463,0.21703715900962137
11,1102,0.2146034557725636
11,1485,0.2134397507022751
11,3123,0.21008315316958687
11,1466,0.2009504987829857
11,920,0.19916955817801893
11,1627,0.19402139952366562
11,1720,0.1937125114211557
11,2814,0.19267538445886614
11,628,0.19000452529260156
11,2931,0.18780855254671108
11,2819,0.18724629771287754
11,2650,0.18379757523851156
11,2867,0.17997926658096589
11,2957,0.17598192788830594
11,1463,0.17537271442445637
11,2645,0.17435951046418585
11,755,0.17323934712960046
11,2192,0.1723791940535221
11,2705,0.1699947536491364
11,1642,0.16976846101404522
11,1459,0.16893775981981704
11,2341,0.1630779229775591
11,2951,0.16221922508253436
11,1366,0.16202823425011328
11,1788,0.16118710783288998
11,2254,0.16004035577291104
11,3188,0.15603767815323163
11,2317,0.15538743755243242
11,2084,0.15522883436795415
11,1936,0.15513282846053453
11,479,0.15425243161859323
11,2002,0.15273642095329798
11,1467,0.1510771341334676
11,1703,0.15069674291302226
11,205,0.1488879714384407
11,2603,0.14637887835436558
11,3102,0.14366754210753907
11,3198,0.1431332275483351
11,1324,0.14269314156185606
11,2372,0.14258185429824993
11,265,0.14256406426336954
11,2956,0.14228561891185276
11,3057,0.1416818426100973
11,249,0.13984048202820776
11,2316,0.13832220492756495
11,1496,0.13747130695986787
11,3150,0.13568172817488133
11,1472,0.13563847266540577
11,2558,0.13435803013178638
11,2546,0.13155394618299746
11,1678,0.1307414796321519
11,1641,0.12731143305191536
11,2842,0.1270793139373933
11,2698,0.12678712683595292
11,1306,0.12668663226601468
11,990,0.12660252009019943
11,1163,0.12361454354630236
11,689,0.1231239045900538
11,2252,0.12184930132925414
11,1098,0.1147318447711935
11,1253,0.1142247987217011
11,1469,0.11303788642996439
11,1425,0.10810782849049402
11,2305,0.10503927767922347
11,1379,0.10487147346060038
11,303,0.1005916295487581
12,2319,0.5537340733500269
12,1461,0.4204818937594879
12,3127,0.34390378892838536
12,1462,0.33855349941065166
12,2320,0.3368649838390835
12,2972,0.2908787972339287
12,2372,0.2757739433616739
12,2632,0.2742059592224036
12,3068,0.26721659458437724
12,2867,0.26636915705344894
12,2840,0.26339643203259155
12,2246,0.25533326561794073
12,1247,0.25136432318647683
12,2868,0.23651416081476997
12,25,0.21653725031625531
12,2365,0.21173226856557223
12,18,0.20893713980171788
12,1069,0.20881459495380375
12,2740,0.20653487788169747
12,1930,0.19988327757587773
12,2796,0.19937364745583644
12,1341,0.1959292268009682
12,651,0.19499266310423233
12,1012,0.19218147668000402
12,238,0.19052814282801636
12,2424,0.18963611277925138
12,1534,0.18786515046531255
12,2690,0.18776563459439222
12,652,0.1875861774155786
12,1755,0.1874470810115757
12,1050,0.17727199713783257
12,1264,0.17609091826950096
12,585,0.16773378302385927
12,795,0.1659272790936063
12,1485,0.16561229604086772
12,2378,0.1637974144663092
12,2597,0.16351683762271796
12,2374,0.16065522154003897
12,1754,0.1546760800480304
12,2379,0.15174650730220987
12,1164,0.15009916553308444
12,1345,0.1494678352333462
12,597,0.14882472943650804
12,3070,0.1472750464020862
12,2644,0.14323558358699767
12,2650,0.1426123219402241
12,239,0.14067717793837284
12,1677,0.13932568714862054
12,2188,0.1388191509162597
12,1032,0.1367253217439
12,987,0.1359456448746123
12,1360,0.13545597025183753
12,1387,0.1350642262882115
12,643,0.13422393861610546
12,2818,0.13343547419108318
12,1959,0.13238930314440636
12,2407,0.13207996264895522
12,1572,0.13190034461668024
12,1519,0.13144575772227773
12,417,0.13084611984723785
12,1892,0.13036874805293797
12,2578,0.13035929098984414
12,633,0.13019866565740607
12,3050,0.1288536241038176
12,1071,0.12863270397535004
12,1924,0.1278374167368612
12,1347,0.12735470778837527
12,2314,0.12537610862967166
12,2262,0.1247496912068931
12,1752,0.1245040240461346
12,2036,0.12391182400316124
12,3137,0.12349123126976642
12,2995,0.12320467462800494
12,2405,0.12256185177377436
12,2344,0.12196634468859888
12,2321,0.12145440044376901
12,1901,0.12068477732619211
12,2317,0.12056831131170814
12,3025,0.11954564946617058
12,2567,0.1193012346115832
12,1464,0.1187064357575628
12,1541,0.1182114743584387
12,2435,0.11797549667831153
12,2138,0.11776647783030066
12,3014,0.11765138087414834
12,2111,0.11756796370497148
12,1996,0.11596086218861085
12,1616,0.11557336856698025
12,1432,0.11538760572650958
12,1435,0.1150363574620699
12,3078,0.11498380912085561
12,2812,0.11457146010446571
12,1083,0.11452094203829627
12,1912,0.11438245814363572
12,2955,0.11434764202414106
12,2570,0.11396671139254462
12,92,0.1138603680444858
12,3000,0.11323157693010795
12,2859,0.11317920607477105
12,1910,0.11266985830297216
12,1748,0.11238544902808928
12,2768,0.1113476442445451
12,3012,0.11041796441295523
12,2345,0.11006547488040144
12,1826,0.1097044104578958
12,2864,0.10950513466610015
12,2741,0.1084879456792863
12,1935,0.10846499483132137
12,1484,0.10840221419813767
12,1006,0.1082480082194295
12,2684,0.10751928703574176
12,1886,0.10597490130252193
12,2852,0.10564734633446995
12,2247,0.10476600825416263
12,2988,0.10406590164438766
12,104,0.10399804464443518
12,3144,0.10397714612812173
12,2738,0.10395080444404971
12,2697,0.10373343072791336
12,1652,0.10316421860239823
12,730,0.10304177085719775
12,1781,0.10242159797568254
12,2882,0.09946127228265951
12,2806,0.09923207896412146
12,1511,0.09887442777331915
12,2583,0.09754564145693609
12,143,0.09714732824789393
12,1236,0.09696241390419423
12,1003,0.09670207337660597
12,2439,0.09655078166708782
12,2184,0.09652108152461521
12,1747,0.09629163788840946
12,2165,0.09617407391837328
12,1444,0.09561276438108647
12,1514,0.09531355124399972
12,3183,0.0952826044320826
12,2798,0.09500369528985649
12,1664,0.09460561010443767
12,2876,0.0941402428953302
12,1473,0.09410518358363906
12,3119,0.09378975667512261
12,2878,0.09294737618030859
12,3153,0.09198355167134563
12,2479,0.09171821013514528
12,1951,0.09170016652508498
12,3136,0.09155471367502849
12,3147,0.09151734018115663
12,1233,0.09117951865418349
12,3089,0.09108975409377448
12,2158,0.0903408350303499
12,2631,0.08971807697029564
12,2309,0.08950176641138038
12,1410,0.08927553098511079
12,855,0.08881311221712523
12,2525,0.08801629781601863
12,854,0.08788699968604152
12,1636,0.08783781042505649
12,2127,0.08729970790079482
12,2151,0.08628279433619022
12,1713,0.08503162186210993
12,2561,0.08437773662891122
12,1848,0.08344300512170026
12,1810,0.08332314784576383
12,2168,0.08212676716874395
12,2198,0.08181042104076215
12,618,0.08166521704934714
12,59,0.08087764770783736
12,86,0.08087764770783736
12,1267,0.07783084878998163
12,2236,0.07156132989382104
12,84,0.06942975805375749
13,195,0.5
13,1947,0.30973572974413066
13,1807,0.27335621835568286
13,2836,0.23592594406732767
13,164,0.23123072845188253
13,797,0.22451430154087226
13,2611,0.2149429526637704
13,267,0.21384363133480788
13,2835,0.20696081878792855
13,1231,0.1987353401933695
13,2464,0.1983653408211699
13,230,0.19824218078935035
13,1795,0.19613526401452008
13,2508,0.19279757522743554
13,2344,0.19260621996157332
13,2645,0.1912544669202243
13,117,0.18324415543018485
13,2711,0.18125020527109278
13,333,0.17858444329229425
13,1969,0.17787560756563459
13,1289,0.1775365589177827
13,2749,0.17429652659112738
13,1187,0.17271502751522072
13,2745,0.17082115664896869
13,2155,0.1707267462532956
13,149,0.16930863023999326
13,2389,0.16595873557094923
13,1064,0.16545291887671026
13,1655,0.1644585217020519
13,3005,0.1637310760123593
13,2897,0.16204741103799955
13,2904,0.16125929364173167
13,2524,0.16022800492046305
13,2078,0.1591255757777153
13,3083,0.15691560185387787
13,940,0.1568725601182984
13,93,0.1558436060327595
13,1741,0.1554020653327519
13,2944,0.15447862659005576
13,1234,0.15328408759312362
13,1352,0.15312644857738375
13,66,0.15237541841362934
13,2374,0.1521486746757666
13,1708,0.15047666863860706
13,1275,0.1504108048987748
13,3171,0.14959396863602162
13,2816,0.14945639058287188
13,1974,0.14930294675711056
13,1756,0.1471663757517569
13,3129,0.1458351494841768
13,1414,0.14402307228011968
13,1973,0.1387431061143569
13,1232,0.13695159544801946
13,2491,0.13562684129902702
13,1757,0.13496472102441595
13,2680,0.13445132426741604
13,1350,0.13435076367846005
13,2863,0.13420787181141722
13,1992,0.13398925786294247
13,1362,0.13391580477111298
13,1922,0.13269782356260112
13,1694,0.13208196207317738
13,1223,0.13128618986244148
13,3201,0.1309851151732825
13,598,0.12945554395953662
13,1195,0.12888981645627576
13,2748,0.12760331165378647
13,1290,0.12756356751822795
13,3125,0.1274827349940955
13,1886,0.12679215423273094
13,2400,0.1267243940831276
13,2533,0.12430259099179582
13,1369,0.12419638860289725
13,2230,0.12392937362980998
13,1652,0.12342935313517643
13,2834,0.12325907776298194
13,1259,0.12201322875279612
13,2495,0.12147339869843637
13,1997,0.1212119240638021
13,3066,0.12092661430172431
13,3110,0.12040754519733333
13,1786,0.11901616938805903
13,1523,0.1190096217710968
13,3074,0.11846270207009908
13,1204,0.11786590368510412
13,3080,0.11777160173004361
13,1065,0.11699583943463543
13,48,0.11696024675686185
13,1331,0.11517477025228601
13,2586,0.1141065153495195
13,2185,0.11238986778113713
13,3173,0.11145628164236937
13,2498,0.11004714509306437
13,2359,0.10857649451346094
13,1443,0.1078000166216197
13,2107,0.09793301357357095
14,307,0.22503069834949954
14,1873,0.20382701912379214
14,3132,0.19451408586410346
14,2324,0.18652234597671613
14,853,0.17104747596355122
14,270,0.17077501796523553
14,862,0.16873911639127046
14,2397,0.16757954304987804
14,1774,0.16740247801183564
14,662,0.16580074852602625
14,701,0.16580074852602625
14,841,0.16580074852602625
14,1831,0.1643591172962424
14,2563,0.16078910708758395
14,132,0.15957030280333181
14,2863,0.1583619017637139
14,2957,0.15784805357752846
14,89,0.15514505185131455
14,2748,0.15479293223442156
14,3163,0.15210768365119653
14,2593,0.14750296024603696
14,2263,0.14734391101974637
14,2976,0.14716725541534362
14,2348,0.14477533901925438
14,1795,0.1425280864147863
14,1191,0.14166401670575746
14,3131,0.13963704611456423
14,2257,0.1394238015293913
14,1860,0.13670982095897866
14,1959,0.13506576182919067
14,2272,0.13321042317672463
14,2227,0.13277532433680975
14,2812,0.13244340404513
14,776,0.12986391338286282
14,3112,0.12954182380921742
14,655,0.12930151527244943
14,507,0.1284138756384117
14,2965,0.12552284824893017
14,1197,0.12515888660243735
14,2577,0.12439353517154489
14,2964,0.12406840421461973
14,677,0.12328463162017626
14,622,0.12325027603630127
14,694,0.12306000127081751
14,804,0.12297290042943837
14,2725,0.12082458723915085
14,1952,0.12078237523510156
14,3075,0.12076587030927585
14,3169,0.11932743471085952
14,3092,0.1184172928942323
14,22,0.11767717234181418
14,2186,0.11658144717759739
14,3168,0.11652131879004544
14,1396,0.11595070683450517
14,1196,0.11584082694569299
14,1796,0.11531412549367039
14,2882,0.11497618569025733
14,2017,0.11435112276764821
14,1342,0.11401536912034338
14,2969,0.11371735707952993
14,2716,0.11330127724399446
14,1961,0.11268080516643138
14,860,0.11255056163203805
14,3087,0.1123462124485245
14,49,0.1120606904367735
14,2864,0.11171895377190712
14,2906,0.11171025485304802
14,1660,0.11123096478820865
14,2170,0.11095831243143287
14,2900,0.11070605009360843
14,2267,0.11009032072578391
14,2797,0.10891150582319725
14,2876,0.10882513162810702
14,2817,0.10860008109066407
14,1551,0.10841348296211265
14,2907,0.1077890330501841
14,2852,0.10778317416123086
14,3094,0.10691471870602087
14,2830,0.10690531735476257
14,2988,0.10616975807108263
14,2108,0.10611341216531951
14,1365,0.10398763207372735
14,3011,0.10334753999307691
14,2417,0.10311170466153166
14,851,0.10239849309471212
14,857,0.10218695928559819
14,1851,0.10193318501633034
14,3061,0.10163720816106793
14,2007,0.10081283251340242
14,1724,0.1006736505107193
14,2106,0.10045076509845326
14,1374,0.09967643374154131
14,1066,0.09938153050993864
14,2175,0.09877037071558556
14,1601,0.09790312201711207
14,2366,0.09651753205463356
14,1652,0.09564241123117873
14,2834,0.09551046897630737
14,1412,0.09541697396676091
14,2679,0.0952733594924154
14,3008,0.09475162252991641
14,1953,0.09373859570492722
14,2816,0.09366281320402017
14,1566,0.093382457551968
14,2481,0.09285136936764614
14,1886,0.09213765411334567
14,2389,0.09182245327420001
14,2924,0.09154615723429047
14,2647,0.09149685179977878
14,3129,0.09139341791572884
14,3124,0.09098651242152754
14,3151,0.09088543151261924
14,48,0.09062965764528413
14,2435,0.0905569966704548
14,371,0.08995459510734048
14,695,0.08985340288126388
14,2505,0.08960630595498666
14,2691,0.08952362699420291
14,3113,0.0886565661931933
14,2495,0.08827260693674546
14,1359,0.08805438211869326
14,1999,0.08775678125032688
14,696,0.08763443731198493
14,2457,0.08744104375655876
14,1122,0.08742059488205862
14,2003,0.08731695440703288
14,1932,0.08708312766617828
